pitch_name,stand,release_extension,release_pos_x,release_pos_y,release_pos_z,release_speed,release_spin_rate,spin_axis,plate_x,plate_z,pfx_x,pfx_z,balls,strikes,outs_when_up,sz_top,sz_bot,swing
4-Seam Fastball,R,5.97,-2.801,48.41,5.795,94.55,1969.0,132.4,0.318,0.853,1.104,1.051,1,1,1,3.86,1.54,0
Slider,L,6.17,-2.703,49.21,6.3,84.56,2562.0,200.5,1.199,2.365,1.869,0.456,0,2,2,3.36,1.5,1
Knuckle Curve,R,6.33,-2.902,49.2,5.884,81.56,2538.0,172.6,-0.947,2.753,1.405,0.13,0,1,2,3.32,1.85,0
Slider,L,6.21,-2.791,49.9,6.0,91.07,2107.0,248.6,1.501,1.512,-0.634,0.523,2,1,2,3.85,1.35,0
Changeup,L,5.68,-2.833,48.19,6.041,82.0,2594.0,243.9,-0.243,2.841,-1.302,0.751,1,1,2,3.69,1.81,1
Slider,R,5.52,-2.835,48.3,5.954,85.36,2405.0,268.6,-0.816,3.346,1.545,-1.399,0,1,2,3.56,1.33,1
Slider,L,5.82,-2.922,49.53,5.893,86.85,2983.0,139.4,0.934,2.374,-1.584,0.042,3,1,0,3.9,1.51,1
Slider,R,5.93,-2.959,50.68,5.624,88.39,2481.0,343.1,-1.351,3.47,1.901,0.331,1,2,2,3.38,1.34,1
4-Seam Fastball,R,5.75,-2.727,49.49,6.201,92.72,2199.0,107.7,-1.155,4.081,-0.887,-0.073,1,2,2,3.21,1.24,0
Cutter,R,5.98,-2.798,50.09,6.173,90.31,1847.0,268.3,-1.322,2.689,1.881,1.344,3,0,1,3.16,1.25,0
Slider,L,5.84,-2.774,50.0,5.934,86.84,2141.0,221.6,0.535,1.934,0.149,0.608,3,2,2,3.44,1.65,1
4-Seam Fastball,R,6.07,-3.057,50.13,5.5,94.24,1200.0,296.1,0.888,4.027,0.423,0.226,0,1,0,3.57,1.28,1
Slider,R,6.24,-2.651,49.5,6.3,89.03,2129.0,174.2,0.761,1.448,0.148,1.872,3,0,0,3.58,1.36,0
4-Seam Fastball,R,5.89,-2.764,51.67,6.055,93.64,3200.0,75.9,0.304,3.818,-1.336,0.811,1,0,1,3.85,1.19,0
4-Seam Fastball,R,5.84,-2.643,51.14,6.3,94.84,2618.0,318.4,0.382,1.794,-1.685,0.226,0,2,1,3.27,1.19,1
4-Seam Fastball,R,6.05,-2.799,51.41,6.047,92.74,1811.0,289.5,0.998,2.931,0.343,-1.939,2,1,1,3.66,1.55,1
Cutter,R,6.01,-2.771,49.5,5.912,91.98,2441.0,200.9,0.439,2.903,0.154,-1.814,1,0,2,3.59,1.5,1
Slider,L,5.85,-2.881,49.15,6.022,86.35,2805.0,355.1,-1.079,1.069,0.155,1.5,3,1,0,3.69,1.66,0
4-Seam Fastball,R,5.83,-2.832,49.98,6.021,94.03,2247.0,339.6,-0.159,2.684,0.789,1.381,3,2,0,3.12,1.34,1
Slider,R,5.82,-2.801,50.46,5.802,89.59,2255.0,167.8,0.733,3.4,-0.196,-1.027,1,0,2,3.88,1.8,0
4-Seam Fastball,R,5.7,-2.803,47.89,6.082,91.69,2160.0,316.6,1.15,1.679,-1.098,-0.742,2,1,2,3.38,1.39,0
4-Seam Fastball,R,5.99,-2.862,50.41,5.818,93.71,2443.0,284.7,0.512,3.83,-0.461,-0.219,2,2,0,3.14,1.65,1
4-Seam Fastball,L,6.03,-2.836,50.26,5.886,93.23,2592.0,310.2,1.585,2.455,0.584,-0.076,3,0,1,3.38,1.32,1
Cutter,R,6.29,-2.726,49.44,6.206,90.81,2233.0,101.4,-1.13,1.841,0.493,-1.889,1,0,2,3.24,1.41,0
Changeup,L,5.87,-2.656,50.72,6.286,83.44,1908.0,141.7,-1.27,2.685,0.247,1.695,3,1,1,3.14,1.15,1
Slider,L,6.42,-2.797,49.78,5.886,88.88,2143.0,301.5,-0.126,3.049,-1.821,1.19,2,2,0,3.78,1.69,1
Changeup,R,6.14,-2.804,49.5,5.91,81.61,2175.0,208.9,-1.045,4.0,-0.591,1.134,3,0,2,3.39,1.27,0
4-Seam Fastball,R,6.02,-2.899,48.48,5.798,93.53,2219.0,354.8,0.698,1.773,-1.701,0.316,3,1,1,3.89,1.44,0
Changeup,R,5.95,-2.726,49.63,5.942,83.49,2301.0,109.3,-1.01,1.675,1.519,0.343,0,1,2,3.27,1.89,0
Knuckle Curve,R,5.91,-2.951,49.3,5.716,82.13,2467.0,233.8,0.506,1.736,-1.98,1.59,0,2,1,3.35,1.36,1
Cutter,R,6.44,-2.742,49.12,5.807,90.33,2179.0,194.1,0.347,3.659,0.472,1.339,3,0,0,3.59,1.47,1
Cutter,R,6.46,-2.712,49.51,6.192,92.29,2435.0,101.4,0.651,1.74,-1.665,1.593,3,2,1,3.33,1.74,0
Knuckle Curve,R,5.85,-2.818,50.15,6.126,82.4,2314.0,311.5,1.477,1.993,-1.8,-1.05,0,1,2,3.69,1.41,0
Slider,R,6.34,-2.881,50.31,5.771,87.68,2658.0,204.5,-1.065,2.429,-1.282,1.955,0,1,1,3.33,1.46,1
Changeup,R,5.79,-2.731,49.73,6.239,82.11,2185.0,103.0,0.888,2.945,0.118,-1.157,0,1,1,3.68,1.41,1
4-Seam Fastball,R,6.24,-2.714,49.15,6.3,94.61,2697.0,51.4,0.982,4.176,-1.876,-1.466,2,2,1,3.79,1.89,0
Slider,R,6.04,-2.864,48.72,5.925,87.95,2131.0,125.5,-1.333,1.53,-1.226,-0.436,0,1,0,3.78,1.39,0
4-Seam Fastball,R,5.9,-2.853,51.9,5.916,94.16,2338.0,256.2,0.002,1.452,-0.064,1.463,1,0,1,3.47,1.11,0
4-Seam Fastball,R,5.75,-2.747,49.82,6.172,92.8,2427.0,152.0,1.179,2.799,0.58,0.131,0,1,0,3.9,1.48,0
Changeup,L,5.83,-2.747,52.66,6.092,82.79,2184.0,0.9,-1.444,3.681,0.001,-1.797,2,1,1,3.55,1.56,0
Slider,L,6.32,-2.759,48.25,6.22,86.66,1796.0,258.0,-0.781,1.66,-1.896,1.557,0,1,2,3.21,1.45,1
Changeup,R,6.05,-2.779,48.05,5.968,80.28,2035.0,133.1,0.858,3.824,1.521,-0.83,1,0,2,3.22,1.85,0
Changeup,L,6.01,-2.862,49.1,5.802,84.44,1969.0,160.6,1.218,0.858,1.219,0.511,2,2,0,3.78,1.18,0
Changeup,L,6.18,-2.908,49.91,5.863,83.54,2095.0,241.5,-0.525,3.463,0.143,1.624,1,2,0,3.25,1.57,1
4-Seam Fastball,L,5.89,-2.826,50.05,5.821,92.82,2461.0,328.7,0.052,3.924,-1.155,-0.127,1,2,0,3.43,1.16,1
Slider,L,6.05,-2.848,48.98,6.082,86.33,2602.0,248.3,1.02,3.606,0.557,-1.337,1,1,0,3.25,1.21,1
4-Seam Fastball,R,5.89,-2.807,51.77,5.922,94.56,2332.0,266.3,0.384,3.084,-0.6,0.219,1,1,1,3.39,1.65,1
4-Seam Fastball,R,6.03,-2.797,49.4,6.06,95.38,2013.0,285.7,-1.444,1.652,-1.548,-0.773,2,2,0,3.81,1.37,0
Slider,R,5.89,-2.809,49.26,6.158,86.07,2173.0,318.7,-1.167,4.065,-1.998,0.799,2,0,2,3.74,1.56,0
4-Seam Fastball,R,5.75,-2.757,47.92,6.181,93.32,2264.0,200.0,-0.216,1.494,0.078,-0.465,1,1,2,3.4,1.66,1
4-Seam Fastball,R,5.77,-2.947,51.54,5.766,94.65,2438.0,306.1,-0.347,3.791,0.963,0.755,3,2,1,3.78,1.1,0
4-Seam Fastball,R,6.36,-2.76,51.58,5.872,94.37,1454.0,269.6,0.593,4.036,-1.656,1.756,0,0,1,3.13,1.32,0
Changeup,R,5.76,-2.71,50.36,6.251,80.92,2128.0,177.6,0.524,3.931,-1.878,0.184,2,1,2,3.47,1.87,0
Slider,R,5.83,-2.757,48.43,6.007,90.71,2696.0,311.4,0.55,2.241,1.112,1.533,1,0,2,3.89,1.3,0
Knuckle Curve,L,5.85,-2.824,48.72,5.793,80.82,2201.0,113.7,1.062,4.053,-1.828,-0.144,2,1,0,3.16,1.24,0
Cutter,R,5.88,-2.702,50.0,6.3,91.32,2277.0,181.5,0.972,2.244,-1.962,0.898,0,1,2,3.11,1.14,0
Cutter,R,6.25,-2.771,48.79,6.08,92.76,2384.0,45.7,0.156,3.058,-0.94,-0.55,2,0,1,3.63,1.49,1
4-Seam Fastball,R,5.84,-2.761,48.72,6.053,92.59,1974.0,59.6,-0.986,1.501,0.88,-1.569,1,1,0,3.32,1.58,1
Changeup,R,6.41,-2.792,49.41,5.991,82.24,1755.0,1.0,-0.656,2.99,-1.957,0.415,1,1,2,3.33,1.82,1
Changeup,R,6.2,-2.72,48.07,5.838,84.42,1570.0,13.3,1.16,1.085,-1.488,0.764,1,1,2,3.77,1.63,0
Slider,R,6.04,-2.769,48.64,5.837,85.32,2154.0,177.4,-1.32,2.68,-1.229,-1.282,1,1,2,3.69,1.62,0
Changeup,R,5.67,-2.897,48.32,5.79,81.1,2505.0,188.7,-0.49,3.648,1.162,0.44,1,2,0,3.62,1.63,1
Slider,R,6.4,-2.708,50.04,6.099,85.49,2134.0,66.0,0.919,3.024,-0.456,0.911,1,1,1,3.27,1.7,1
Slider,R,6.47,-2.642,48.7,6.3,85.74,1768.0,5.8,1.501,1.11,1.177,-0.723,1,2,0,3.47,1.34,0
Changeup,R,6.53,-2.782,52.43,6.237,81.31,2585.0,211.9,-0.481,0.995,-1.259,0.73,2,1,1,3.64,1.59,1
Slider,L,5.79,-2.937,51.91,5.863,86.8,2670.0,36.4,1.325,2.725,0.499,-1.571,3,0,0,3.28,1.33,1
Changeup,R,6.23,-2.96,51.48,5.705,83.91,2197.0,30.9,-0.23,1.153,1.045,-0.57,1,2,1,3.19,1.31,1
4-Seam Fastball,R,5.72,-2.703,49.72,5.89,92.9,2248.0,358.7,0.045,2.07,-1.369,0.153,3,2,2,3.42,1.62,1
Knuckle Curve,R,5.97,-2.703,50.58,6.211,83.3,2069.0,175.2,1.363,3.025,1.937,0.818,2,2,2,3.21,1.71,1
4-Seam Fastball,R,6.03,-2.825,48.89,5.887,93.09,2408.0,323.2,0.791,3.149,-1.628,1.835,2,1,1,3.81,1.26,0
Slider,R,5.82,-2.765,49.68,6.106,87.56,1430.0,329.9,-1.13,1.002,-1.354,0.139,2,2,1,3.2,1.75,0
Changeup,L,5.97,-2.775,51.14,5.881,85.81,1756.0,284.0,-1.316,2.381,0.129,1.962,1,2,0,3.3,1.88,0
4-Seam Fastball,R,6.1,-2.745,50.62,5.907,91.81,2351.0,106.1,0.146,3.386,1.978,0.53,1,2,0,3.79,1.13,1
Knuckle Curve,L,5.86,-2.772,50.76,5.932,84.48,2108.0,11.1,0.558,2.453,0.42,1.103,3,1,2,3.18,1.82,1
Slider,R,6.0,-2.732,49.02,6.101,89.48,1621.0,200.5,-1.403,2.754,0.783,-0.263,2,2,0,3.87,1.16,0
4-Seam Fastball,R,5.56,-2.823,51.18,6.077,94.11,2578.0,204.6,1.523,2.699,-1.322,1.072,0,1,0,3.83,1.41,0
Cutter,R,6.71,-2.737,50.29,6.018,92.32,2586.0,129.2,0.443,3.21,0.737,-1.409,0,1,2,3.7,1.63,1
4-Seam Fastball,R,6.0,-2.744,49.15,5.933,95.06,2858.0,239.7,-0.471,2.911,0.762,0.776,0,0,0,3.22,1.18,1
Slider,L,6.18,-2.876,50.83,5.832,87.03,2246.0,249.7,1.501,2.898,1.63,0.255,3,1,0,3.33,1.54,1
4-Seam Fastball,R,5.81,-2.948,50.53,5.88,92.68,2461.0,15.4,-1.112,1.079,0.635,-0.397,3,1,2,3.3,1.22,0
4-Seam Fastball,R,6.32,-2.92,51.54,5.813,92.41,2485.0,237.6,-0.827,4.178,-0.565,1.537,3,1,0,3.6,1.5,0
Changeup,L,5.87,-2.769,49.12,6.144,81.05,2442.0,49.6,-1.403,2.704,-0.047,-0.14,0,2,1,3.37,1.76,0
Slider,L,5.72,-2.788,48.26,6.2,87.91,2705.0,93.1,0.789,3.046,-0.845,-0.714,2,1,1,3.76,1.66,0
Slider,R,5.77,-2.888,50.7,5.808,84.41,1820.0,181.2,0.303,2.353,-1.203,1.222,2,0,2,3.14,1.45,1
4-Seam Fastball,L,6.23,-2.771,47.61,5.889,93.2,2335.0,70.8,0.505,2.357,-0.848,0.234,2,0,1,3.37,1.74,1
Slider,R,6.0,-2.831,51.42,5.833,88.34,3200.0,114.6,-1.019,4.05,1.463,0.49,3,0,0,3.87,1.82,0
Knuckle Curve,R,5.97,-2.607,52.44,6.008,83.26,2407.0,284.5,-1.354,2.301,0.468,-0.228,3,0,0,3.22,1.35,0
Changeup,L,5.79,-2.855,51.38,5.935,81.93,1555.0,46.6,-1.231,1.162,-1.586,-1.277,1,0,2,3.41,1.46,1
Cutter,R,5.78,-2.837,51.21,5.84,91.03,2390.0,84.0,-0.666,3.688,-0.804,-1.407,3,1,0,3.5,1.41,1
Changeup,R,5.49,-2.767,49.41,6.07,83.84,2666.0,54.6,-1.235,2.357,1.374,1.766,2,1,0,3.54,1.8,0
Changeup,R,5.83,-2.887,48.62,5.929,83.09,2723.0,314.7,-1.195,1.249,0.903,1.327,3,1,1,3.11,1.47,0
4-Seam Fastball,L,6.25,-2.77,48.97,5.885,95.51,1516.0,251.8,-0.295,2.359,-1.775,-0.4,1,0,0,3.28,1.88,1
Slider,R,6.12,-2.791,49.85,6.014,87.47,2099.0,50.1,-0.343,3.259,1.033,-0.562,1,1,2,3.15,1.69,1
Slider,R,5.51,-2.76,50.27,6.104,85.97,2166.0,44.7,0.928,3.472,1.76,1.021,1,1,2,3.25,1.66,1
Slider,L,5.87,-2.75,49.81,6.03,87.65,1580.0,290.3,-0.985,3.391,-1.89,-1.122,0,0,0,3.66,1.58,1
Cutter,R,5.74,-2.582,49.3,6.028,93.92,1597.0,287.3,-0.487,2.429,-0.245,1.111,1,0,2,3.2,1.53,1
Slider,R,5.77,-2.938,49.61,5.77,84.77,2480.0,82.5,0.419,3.367,0.618,-1.639,2,2,1,3.51,1.38,1
Slider,R,6.0,-2.816,48.59,6.011,83.25,1622.0,322.6,-1.492,1.151,-0.412,-0.619,2,0,1,3.34,1.16,0
4-Seam Fastball,R,6.02,-2.827,48.79,5.918,94.52,1372.0,170.4,-0.846,2.21,0.251,-1.985,0,1,2,3.8,1.29,1
4-Seam Fastball,R,6.26,-2.798,50.76,6.06,94.39,2162.0,91.4,-1.452,3.928,1.488,1.518,3,1,0,3.48,1.17,0
Slider,L,6.19,-2.712,49.5,6.026,85.7,2685.0,11.0,-1.28,3.949,-1.788,-0.109,0,0,0,3.76,1.35,0
4-Seam Fastball,R,6.56,-2.748,50.82,6.132,94.83,2828.0,173.4,1.494,1.137,1.683,0.254,0,0,0,3.27,1.53,0
Slider,R,6.38,-2.673,51.23,6.173,85.44,2274.0,170.1,-1.245,2.424,1.459,-0.406,1,1,1,3.67,1.23,0
Slider,L,5.98,-2.717,51.65,6.127,86.17,2320.0,310.4,-0.47,3.353,-0.191,0.061,3,2,0,3.86,1.21,0
Knuckle Curve,R,6.04,-2.859,48.88,5.778,85.15,2470.0,34.0,-0.26,2.317,0.534,0.504,0,1,0,3.75,1.31,1
4-Seam Fastball,R,5.77,-2.839,49.13,5.919,93.69,2321.0,5.1,-0.751,3.366,1.315,0.775,2,1,2,3.22,1.83,0
Knuckle Curve,R,6.28,-2.816,50.61,5.883,81.75,2168.0,268.7,1.436,3.689,0.476,-1.984,1,2,0,3.33,1.7,0
Cutter,L,5.73,-2.788,49.69,6.146,90.29,2395.0,221.6,1.377,3.19,1.696,0.889,0,1,0,3.47,1.61,1
Slider,R,6.29,-2.794,51.12,6.271,89.26,2245.0,249.2,-1.44,3.974,-1.901,1.592,2,2,1,3.66,1.68,0
Changeup,R,5.26,-2.875,51.03,5.933,82.3,2383.0,43.7,0.434,3.737,-1.609,1.946,3,2,2,3.29,1.69,1
Slider,L,6.41,-2.753,50.25,6.2,88.11,2151.0,5.3,0.11,0.961,0.778,-0.557,1,2,0,3.2,1.75,1
4-Seam Fastball,R,5.88,-2.672,50.33,6.3,93.02,2296.0,142.6,-1.307,2.552,1.256,-0.023,3,2,0,3.54,1.45,0
4-Seam Fastball,R,6.55,-2.736,51.52,6.111,94.24,1837.0,211.2,-1.396,1.347,0.964,1.873,2,0,2,3.53,1.83,0
Cutter,R,5.76,-2.789,49.32,5.975,89.86,2594.0,141.4,0.811,3.684,0.018,0.276,0,2,1,3.53,1.62,1
4-Seam Fastball,R,5.66,-2.829,48.36,5.962,92.9,2240.0,24.3,-0.192,3.059,0.356,0.92,1,2,0,3.6,1.56,1
Slider,L,6.45,-2.842,50.95,6.274,90.58,3031.0,337.5,-0.408,1.234,-1.825,1.92,0,1,2,3.54,1.19,0
Slider,L,6.5,-2.861,49.72,6.012,88.95,3181.0,39.1,0.859,2.249,0.282,-0.469,2,1,0,3.55,1.67,1
Slider,L,6.37,-2.805,52.16,6.069,85.99,2575.0,146.3,-0.926,1.882,-1.65,-0.986,2,0,1,3.74,1.42,1
4-Seam Fastball,R,6.08,-2.746,49.3,6.163,94.05,1660.0,356.9,-0.405,2.506,-0.408,1.642,0,0,2,3.45,1.31,1
Changeup,R,6.02,-2.725,51.25,6.031,83.39,1823.0,288.8,-1.456,1.515,-1.428,-0.446,2,1,0,3.28,1.28,0
Slider,R,5.77,-2.977,49.36,5.899,88.22,2290.0,244.1,1.495,1.796,0.78,0.075,3,0,0,3.78,1.21,0
Knuckle Curve,R,5.99,-2.819,50.45,6.023,83.96,1899.0,310.3,-0.592,2.167,1.814,1.175,0,0,1,3.6,1.45,1
Knuckle Curve,R,5.57,-2.735,49.3,6.144,82.42,2361.0,148.1,-0.882,2.14,-0.048,-0.107,2,0,0,3.4,1.22,1
Slider,R,5.81,-2.815,49.82,6.077,84.74,3200.0,357.9,0.714,2.814,-0.99,-0.144,2,0,2,3.53,1.13,1
4-Seam Fastball,R,5.93,-2.759,48.66,5.703,94.3,2657.0,261.6,-0.056,3.457,-1.37,-0.949,3,0,1,3.83,1.66,0
Slider,L,6.06,-2.845,48.87,5.897,87.26,3039.0,323.9,-0.654,3.501,1.144,1.89,3,1,0,3.25,1.28,1
4-Seam Fastball,R,6.1,-2.772,50.08,6.09,92.41,2637.0,333.8,0.243,1.066,-1.354,-1.121,2,2,2,3.87,1.55,0
Cutter,R,5.86,-2.773,49.22,6.134,90.11,2499.0,183.9,-0.801,2.822,-0.868,0.811,2,1,2,3.88,1.13,1
Cutter,R,5.87,-2.82,50.77,5.817,89.79,2003.0,35.1,-0.674,1.276,1.738,1.414,3,0,2,3.36,1.38,0
Changeup,L,5.75,-2.776,49.28,5.882,85.39,2902.0,150.7,-0.129,1.9,0.116,0.438,3,0,2,3.3,1.46,1
Slider,R,6.05,-2.899,51.52,5.739,82.99,2421.0,143.1,-0.766,1.488,-0.316,0.575,0,0,2,3.65,1.4,0
4-Seam Fastball,R,6.13,-2.712,49.43,6.125,94.01,1920.0,309.3,-0.129,2.354,-0.418,1.484,0,2,0,3.89,1.47,1
Slider,L,5.87,-2.811,48.3,5.875,87.0,1993.0,49.8,0.585,1.443,1.867,0.046,0,2,1,3.35,1.39,1
Changeup,R,5.87,-2.798,49.39,5.977,82.81,2412.0,73.1,-1.463,1.267,-0.824,-1.978,1,0,0,3.56,1.43,0
Cutter,L,5.92,-2.814,49.41,6.098,90.2,2464.0,322.3,1.346,3.165,1.699,0.641,0,1,1,3.81,1.87,0
4-Seam Fastball,R,6.26,-2.75,48.14,6.266,93.39,2470.0,212.9,-0.48,3.799,-0.526,-0.369,2,0,0,3.27,1.16,1
Changeup,R,5.76,-2.772,48.83,5.892,82.53,1976.0,301.7,-1.404,2.976,-0.456,0.236,3,2,2,3.2,1.62,0
Slider,L,5.92,-2.688,51.43,5.942,88.53,1956.0,90.6,1.574,3.939,-0.928,0.1,2,2,1,3.47,1.28,0
Knuckle Curve,L,6.02,-2.78,49.84,6.144,84.57,1996.0,160.2,0.149,3.96,-0.866,1.644,3,2,1,3.33,1.41,1
Slider,R,5.8,-2.752,48.49,6.131,86.97,2443.0,245.0,0.252,1.731,1.748,1.753,0,1,1,3.86,1.77,0
Cutter,R,6.26,-2.851,50.91,5.875,91.39,2727.0,79.8,-0.478,1.704,1.508,-0.421,1,0,1,3.45,1.8,0
Changeup,R,6.3,-2.819,51.52,5.895,82.09,2679.0,116.4,0.63,1.407,-1.978,-1.261,1,2,2,3.67,1.22,1
Changeup,L,5.83,-2.852,50.22,6.212,82.32,2914.0,25.6,-0.951,1.215,-0.645,1.002,1,2,2,3.51,1.68,1
Slider,L,6.16,-2.815,51.92,5.848,89.15,2089.0,183.1,-0.605,3.81,1.27,-0.539,1,2,1,3.65,1.42,1
Slider,L,5.78,-2.9,50.27,5.847,88.17,2680.0,62.4,-0.581,3.235,1.259,0.708,0,1,0,3.74,1.83,0
4-Seam Fastball,R,5.89,-2.812,50.87,5.965,93.62,1927.0,89.0,-0.189,3.753,-1.783,-0.007,3,2,1,3.33,1.77,1
Changeup,R,5.88,-2.803,49.5,6.046,81.24,2044.0,135.0,-1.095,3.589,0.82,-1.996,3,0,0,3.29,1.86,0
Changeup,R,6.26,-2.766,48.29,6.169,85.27,2126.0,351.3,1.065,1.704,0.809,-1.326,2,1,0,3.85,1.72,0
Slider,R,6.28,-2.806,49.67,6.018,85.35,1531.0,194.9,0.978,3.379,-1.04,-0.541,0,2,1,3.27,1.42,1
4-Seam Fastball,R,5.94,-2.879,50.74,5.954,94.38,2225.0,0.5,1.263,1.475,1.65,-1.026,3,2,1,3.89,1.49,0
Knuckle Curve,L,6.22,-2.83,49.62,6.041,82.53,2666.0,327.2,-1.396,0.921,-1.911,1.104,0,2,1,3.4,1.28,0
Cutter,R,5.92,-2.747,49.67,5.931,90.52,1423.0,266.1,-1.207,2.437,0.469,1.055,0,2,1,3.55,1.62,1
Changeup,R,6.07,-2.675,49.93,6.153,82.97,2502.0,233.5,1.561,0.962,-0.66,1.889,3,2,2,3.1,1.39,0
4-Seam Fastball,L,6.12,-2.807,49.68,6.079,93.38,2146.0,92.6,0.83,4.087,-1.503,1.597,2,0,1,3.15,1.21,0
Knuckle Curve,R,5.6,-2.798,50.69,5.706,82.33,2392.0,123.2,0.158,2.934,0.225,-0.296,2,0,2,3.12,1.8,0
Changeup,L,5.98,-2.836,48.52,6.129,82.69,2362.0,127.8,1.55,1.878,0.609,0.427,3,1,2,3.67,1.76,1
Slider,R,6.08,-2.711,48.28,6.114,88.77,2486.0,22.1,0.143,4.055,1.671,1.973,3,1,2,3.69,1.37,0
4-Seam Fastball,R,5.94,-2.759,49.35,6.171,90.0,3081.0,330.8,-0.043,3.155,1.848,-1.39,0,1,1,3.89,1.52,1
Changeup,R,5.99,-2.788,49.6,5.939,81.92,2357.0,137.7,-0.854,3.782,0.842,1.839,1,1,1,3.54,1.82,0
Changeup,R,6.45,-2.828,50.95,6.091,82.03,2410.0,54.0,-0.892,2.63,-0.897,-1.816,3,2,0,3.14,1.85,1
Changeup,R,5.98,-2.85,47.73,6.155,83.72,1967.0,65.8,-0.382,1.573,1.854,-1.85,1,1,2,3.3,1.63,1
Changeup,R,5.81,-2.722,48.58,6.3,83.21,2652.0,203.2,-1.44,1.74,0.168,1.267,1,1,0,3.89,1.62,0
Changeup,R,5.7,-2.767,50.93,6.047,83.93,2307.0,116.1,-0.806,1.415,0.737,1.533,0,2,2,3.54,1.29,1
Changeup,R,5.39,-2.877,51.18,5.921,82.81,2246.0,211.1,1.067,3.745,-0.842,1.078,0,2,2,3.76,1.53,0
Changeup,R,5.96,-2.763,49.71,6.087,83.02,2055.0,352.6,-0.104,2.13,-0.443,-1.657,3,1,1,3.4,1.39,1
Cutter,R,5.9,-2.754,49.84,5.955,92.32,2366.0,38.0,-0.793,1.698,1.145,-1.134,2,1,2,3.5,1.36,1
4-Seam Fastball,L,5.73,-2.823,49.37,6.091,93.34,2160.0,273.8,1.021,3.625,0.25,-0.808,0,1,0,3.82,1.38,0
4-Seam Fastball,L,6.25,-2.822,50.1,5.844,94.89,2172.0,76.4,0.307,4.167,-1.133,1.967,1,1,2,3.42,1.75,0
Changeup,R,6.16,-2.814,48.52,5.911,81.03,2635.0,97.7,-0.081,1.222,-1.142,-1.565,1,2,0,3.23,1.27,1
Slider,R,5.91,-2.885,49.54,5.839,89.2,2204.0,196.3,-0.221,1.549,-1.823,-1.645,2,2,1,3.64,1.47,1
Slider,R,6.07,-2.885,53.0,5.757,84.04,2343.0,92.7,0.592,3.878,-1.968,0.491,3,1,1,3.89,1.17,0
Slider,R,5.82,-2.847,49.51,5.948,86.26,2932.0,305.5,-1.037,1.775,0.555,1.174,3,2,2,3.24,1.56,1
Slider,L,5.61,-2.88,49.13,5.853,87.77,1664.0,210.8,1.084,0.835,-1.211,1.319,0,0,2,3.15,1.8,0
Slider,R,6.02,-2.908,49.05,5.929,85.6,2249.0,276.2,0.396,1.848,-0.461,1.495,3,0,1,3.76,1.7,0
4-Seam Fastball,R,5.95,-2.779,50.11,5.797,94.88,1363.0,78.8,0.113,2.998,0.968,-1.173,2,2,0,3.7,1.43,1
4-Seam Fastball,L,6.11,-2.834,48.95,5.855,94.03,1962.0,352.0,0.517,3.27,-1.927,-1.806,2,0,2,3.83,1.16,0
Slider,L,6.24,-2.939,49.4,5.635,86.67,2450.0,102.4,-0.815,3.927,0.133,1.972,2,0,0,3.9,1.48,0
4-Seam Fastball,R,6.07,-2.78,47.19,6.196,94.79,2271.0,303.4,-0.691,1.848,-0.933,-0.975,1,0,2,3.8,1.86,0
Slider,R,5.82,-3.007,50.08,5.636,87.41,2539.0,314.1,1.335,1.252,1.858,-0.991,3,0,0,3.12,1.43,0
4-Seam Fastball,R,5.96,-2.893,49.38,5.845,93.41,3162.0,16.4,-1.2,2.383,-1.888,0.192,3,2,1,3.32,1.51,0
Knuckle Curve,L,5.6,-2.936,52.03,5.735,81.53,1685.0,111.8,-1.571,1.083,0.448,-0.613,2,2,2,3.12,1.45,0
Changeup,L,5.8,-2.9,49.74,5.93,83.16,2421.0,40.1,1.064,0.962,-1.386,0.744,0,1,1,3.42,1.43,0
Changeup,R,6.12,-2.883,51.38,5.957,85.27,2588.0,301.3,0.737,3.762,0.324,0.232,1,1,2,3.7,1.16,1
Slider,R,6.19,-2.814,47.78,5.989,84.99,1754.0,296.8,1.596,1.315,1.877,1.225,0,1,1,3.46,1.5,0
Cutter,R,6.03,-2.789,50.99,6.016,90.05,2037.0,2.0,-0.193,2.902,-1.336,0.813,0,2,1,3.88,1.21,0
Changeup,R,5.86,-2.828,51.69,6.012,82.31,2255.0,347.5,-1.381,2.636,-1.402,1.677,2,1,0,3.65,1.38,0
Knuckle Curve,R,6.69,-2.744,51.52,6.149,84.3,2222.0,295.8,0.311,1.998,0.834,0.343,2,0,1,3.36,1.69,1
Slider,R,5.61,-2.75,47.72,6.002,89.69,2299.0,114.9,-0.219,2.122,0.4,1.067,3,0,1,3.44,1.17,1
4-Seam Fastball,L,6.12,-2.771,49.99,6.3,93.56,2601.0,339.5,-1.268,2.816,-1.891,-1.86,0,2,2,3.73,1.9,0
4-Seam Fastball,R,6.3,-2.902,50.36,6.077,95.3,2266.0,320.1,-1.002,3.474,0.498,0.991,1,1,1,3.7,1.53,1
Changeup,R,6.2,-2.625,51.18,6.3,83.29,2332.0,164.0,1.422,1.81,-0.123,-0.278,1,1,0,3.51,1.19,0
4-Seam Fastball,L,6.15,-2.866,50.86,5.809,93.34,2726.0,130.2,-1.395,1.092,1.208,-0.205,0,0,0,3.57,1.33,0
4-Seam Fastball,R,6.12,-2.792,49.37,5.918,93.47,2046.0,83.8,-0.694,4.151,0.604,0.787,3,2,1,3.31,1.82,0
